Resultado,numero 1,numero 2,numero 3,numero 4,numero 5,numero 6
vence,2,13,17,25,31,43
perde,03,11,13,24,31,32
perde,10,14,15,21,41,53
perde,35,38,39,40,49,52
perde,04,06,24,27,32,55
perde,08,15,32,35,47,49
perde,03,06,09,18,22,52
perde,04,14,29,32,47,56
perde,15,26,30,39,49,55
perde,06,12,30,31,41,60
perde,15,20,37,38,56,60
perde,04,14,17,26,28,42
perde,07,09,10,39,41,50
perde,02,26,32,33,39,48
perde,02,06,14,29,33,45
perde,07,09,18,32,44,52
perde,15,19,32,33,49,58
perde,05,12,27,31,41,47
vence,7,16,20,27,36,52
vence,11,13,24,28,44,45
perde,01,04,06,20,34,38
perde,05,06,29,31,32,46
perde,12,21,30,55,58,59
perde,03,12,14,47,57,59
perde,05,28,36,46,57,59
perde,05,06,09,37,47,48
perde,18,23,25,31,47,52
perde,06,42,43,53,54,59
perde,04,05,14,24,38,60
perde,10,12,17,35,38,40
perde,01,14,29,34,37,54
perde,05,06,21,24,29,33
vence,5,13,32,36,42,51
perde,01,05,10,21,35,39
perde,10,12,27,30,41,55
perde,08,29,33,35,44,55
perde,04,17,19,36,47,57
perde,17,19,20,33,38,58
perde,02,06,14,16,19,32
perde,02,07,25,33,34,43
perde,04,05,07,08,10,41
vence,3,10,42,49,54,57
perde,05,15,23,35,38,42
perde,04,20,21,28,31,33
perde,02,06,28,31,51,57
perde,04,07,21,25,28,40
perde,12,19,23,36,38,57
perde,02,03,24,27,48,52
perde,06,30,39,49,50,57
vence,5,26,27,34,42,48
perde,09,16,20,23,31,55
perde,03,12,24,26,52,59
perde,01,21,25,46,52,56
perde,04,12,20,28,33,60
perde,04,33,35,53,58,59
perde,08,26,39,49,53,59
perde,05,33,38,41,53,58
perde,22,23,32,47,51,59
perde,03,10,11,24,41,47
perde,01,24,27,40,41,54
perde,01,28,36,44,46,55
perde,07,10,19,24,34,37
perde,11,25,29,42,47,49
perde,01,18,21,26,30,47
perde,02,41,42,44,54,56
perde,01,05,15,23,32,52
perde,29,32,35,37,52,54
perde,12,22,33,42,43,46
perde,04,09,14,18,36,40
perde,02,08,38,46,53,54
perde,15,22,31,44,46,47
vence,10,22,40,46,55,58
perde,01,16,38,41,46,56
perde,22,26,27,30,33,47
vence,10,23,41,47,54,60
perde,08,21,34,48,50,51
perde,08,09,21,26,33,39
perde,13,25,35,39,45,47
perde,03,14,35,38,51,60
perde,09,16,33,37,46,60
vence,2,5,17,18,54,59
perde,03,31,33,39,49,57
perde,04,06,07,11,38,58
perde,06,09,23,42,51,52
perde,02,15,17,24,44,58
vence,21,24,29,34,59,60
perde,09,20,28,32,33,44
perde,15,20,32,43,47,49
vence,7,17,19,26,40,50
vence,11,13,15,17,22,27
vence,21,31,35,53,54,57
perde,02,14,20,21,32,50
perde,04,10,14,20,36,44
vence,6,10,27,28,41,52
perde,03,09,27,28,36,51
perde,29,34,42,52,53,59
perde,02,07,31,39,43,50
perde,05,09,21,22,41,49
perde,05,19,27,31,36,45
vence,2,12,26,31,43,46
perde,04,22,24,28,44,51
perde,08,11,24,25,39,43
perde,06,15,41,52,53,59
perde,06,10,37,48,57,59
perde,03,09,32,41,49,50
perde,02,11,17,19,32,45
perde,02,14,25,31,55,59
perde,17,26,40,51,54,57
perde,04,11,13,22,28,35
vence,6,15,25,37,48,55
vence,10,11,18,19,30,50
vence,11,19,20,22,42,48
perde,06,13,15,37,40,54
perde,07,08,26,30,35,47
perde,10,12,16,35,43,55
vence,8,30,33,37,45,48
perde,05,12,32,41,44,52
vence,1,9,24,38,48,49
perde,02,03,06,13,28,49
perde,02,07,16,23,30,37
perde,05,13,19,27,35,54
perde,13,32,43,45,56,59
perde,06,18,29,40,42,58
perde,04,10,11,15,34,48
vence,4,27,35,44,52,53
perde,08,29,33,34,49,54
vence,2,7,16,29,32,50
perde,07,09,14,26,36,45
perde,02,14,30,32,33,50
perde,07,22,43,44,45,53
perde,06,09,44,47,49,54
vence,3,5,23,30,46,47
perde,09,12,13,22,32,35
perde,04,06,09,19,31,40
perde,01,02,04,10,30,33
perde,01,11,13,53,58,60
perde,04,21,23,34,54,56
vence,7,31,35,36,46,48
vence,12,44,50,52,54,55
perde,02,14,32,33,35,53
perde,15,37,50,51,56,59
perde,14,15,16,32,37,54
perde,09,14,23,31,59,60
perde,19,28,34,42,44,60
perde,07,10,17,40,46,58
perde,15,22,24,25,47,53
perde,04,10,12,16,44,58
perde,09,12,41,45,46,54
vence,2,10,21,35,43,54
perde,10,11,12,24,32,45
perde,05,13,23,28,37,59
perde,03,22,24,35,40,55
perde,19,21,38,43,53,59
perde,08,09,41,48,51,58
perde,09,10,26,42,53,59
perde,05,25,26,27,33,60
perde,04,11,15,35,49,56
vence,10,16,20,26,49,55
perde,16,42,44,49,51,60
perde,15,17,18,33,36,59
perde,10,16,38,45,46,58
perde,05,06,44,52,53,56
perde,04,09,22,42,47,50
perde,06,08,11,29,31,55
perde,13,15,17,49,57,60
vence,7,12,21,25,34,42
perde,08,17,31,36,40,54
perde,05,06,20,22,29,60
perde,20,27,49,51,52,59
perde,05,21,23,25,58,60
perde,03,40,41,42,49,50
vence,16,29,34,35,49,51
perde,06,22,27,38,52,59
vence,5,11,23,29,54,58
vence,6,13,22,24,42,44
perde,09,16,27,32,46,59
vence,21,38,53,56,57,58
perde,06,15,26,28,40,44
perde,10,17,22,23,27,50
perde,19,28,31,49,55,58
perde,02,12,14,16,28,40
vence,14,21,27,31,35,50
perde,07,13,27,29,44,50
perde,03,11,13,26,29,53
vence,12,16,20,31,38,45
perde,08,09,25,38,40,58
perde,13,21,32,34,37,57
perde,03,20,33,38,56,57
perde,06,11,53,56,57,58
vence,6,9,15,22,39,48
perde,03,13,18,19,24,41
perde,07,15,30,40,41,52
perde,03,06,15,19,27,55
vence,1,17,19,30,33,47
perde,12,18,30,33,53,59
perde,01,11,18,39,46,60
perde,06,19,26,32,44,46
vence,12,16,28,29,47,50
perde,19,21,23,36,54,56
perde,01,14,37,52,58,60
perde,10,13,23,30,39,46
perde,02,17,19,23,28,35
vence,8,18,21,31,37,38
perde,14,29,32,35,42,56
perde,17,37,40,44,51,57
perde,08,11,22,36,44,54
perde,06,17,26,27,35,48
perde,13,28,30,35,55,60
perde,02,07,16,20,29,59
perde,06,26,34,36,41,42
perde,12,18,38,40,44,58
vence,3,12,32,34,40,50
perde,04,09,19,25,29,35
perde,05,06,09,22,27,42
perde,09,13,16,29,32,59
vence,5,38,41,45,48,55
perde,04,11,22,45,49,54
perde,04,28,39,42,54,58
perde,04,10,20,25,28,37
perde,02,24,30,31,33,39
perde,01,04,09,10,41,51
perde,06,19,32,51,56,60
vence,4,11,12,44,45,57
perde,03,30,36,37,56,60
perde,01,27,28,35,39,48
perde,02,06,25,31,52,59
perde,14,33,37,46,48,52
perde,13,25,31,39,48,56
perde,04,08,41,45,46,50
perde,21,36,40,44,52,57
vence,2,10,12,30,41,42
perde,04,07,22,27,39,58
perde,15,29,35,39,43,59
perde,01,20,23,26,47,49
vence,1,23,41,44,51,52
perde,17,22,35,41,46,50
perde,02,05,16,18,56,59
perde,05,09,25,31,33,59
vence,3,9,13,29,30,51
perde,28,37,45,57,58,59
perde,06,08,17,47,49,60
perde,02,04,29,42,49,60
perde,05,06,07,27,44,46
perde,13,15,18,37,39,43
vence,10,13,20,40,44,53
perde,06,18,20,28,47,60
perde,09,20,31,33,54,57
perde,02,07,37,39,47,58
perde,03,08,18,24,37,49
perde,04,15,30,50,51,55
vence,2,4,25,36,50,53
vence,4,19,20,24,39,43
perde,02,05,13,24,25,29
perde,01,21,38,50,54,58
perde,07,09,20,29,37,52
perde,23,39,40,54,56,58
perde,03,04,13,18,53,54
perde,02,16,27,34,45,50
perde,12,22,32,36,38,42
perde,06,22,29,38,46,59
perde,03,20,41,42,56,60
perde,12,14,35,40,42,52
perde,05,13,17,29,41,48
perde,12,17,30,31,34,48
perde,05,40,43,44,56,57
perde,09,10,33,40,49,54
perde,13,15,43,47,49,52
perde,08,18,25,27,43,50
perde,16,23,44,47,52,58
perde,03,38,42,48,49,57
perde,15,20,23,36,58,59
vence,19,23,26,31,33,36
perde,06,19,25,46,51,52
perde,08,25,33,39,41,58
perde,17,19,38,45,50,56
perde,03,04,21,30,37,58
vence,2,18,30,31,45,56
perde,03,11,44,47,50,52
perde,01,05,14,20,21,51
perde,10,12,34,50,53,56
perde,08,11,13,37,44,60
perde,07,22,30,44,48,53
perde,02,11,24,40,47,51
perde,04,11,12,25,40,54
perde,01,12,18,29,48,49
perde,11,21,32,54,55,59
vence,3,7,29,52,57,59
perde,12,18,28,44,47,54
perde,22,29,30,38,40,42
perde,15,18,22,24,40,54
vence,7,10,21,27,48,49
perde,01,10,15,31,45,60
perde,01,16,28,43,47,53
perde,14,17,28,31,32,43
vence,1,20,28,33,36,41
perde,19,22,39,51,54,58
perde,06,07,15,42,53,59
perde,05,14,38,53,54,59
perde,08,15,31,33,35,47
perde,11,16,17,27,35,38
perde,03,07,27,32,43,47
perde,01,03,15,33,41,60
vence,6,8,28,51,53,59
vence,10,37,40,43,57,59
perde,06,19,43,44,57,59
perde,16,30,47,49,50,54
perde,08,09,22,27,41,48
perde,14,20,22,33,53,59
perde,07,09,13,27,29,56
perde,03,07,14,17,26,47
perde,01,06,08,14,37,53
perde,01,08,15,23,46,50
perde,06,26,29,33,34,40
vence,31,32,33,39,52,55
perde,09,28,37,45,48,52
vence,12,14,19,25,52,59
perde,01,20,21,39,50,55
perde,01,03,16,26,31,49
perde,12,19,39,43,46,55
perde,03,20,24,47,50,58
vence,20,27,35,39,50,59
perde,08,16,30,43,52,57
perde,02,07,10,13,32,37
perde,02,48,53,55,58,60
perde,06,09,36,37,52,58
perde,02,12,15,23,49,56
perde,14,15,19,22,38,54
perde,05,21,26,46,58,59
perde,03,10,15,36,39,46
perde,13,33,35,40,44,59
vence,20,22,35,40,41,59
perde,05,06,08,30,31,39
perde,02,12,17,31,34,58
perde,03,27,29,41,43,59
vence,4,21,25,33,36,46
perde,02,13,20,33,37,50
perde,07,17,18,21,46,59
perde,17,18,21,27,37,55
perde,06,20,39,41,51,54
perde,01,07,17,21,32,41
perde,11,16,25,53,57,60
vence,1,10,17,24,42,51
vence,12,17,23,38,53,54
perde,07,28,34,38,39,41
perde,07,09,15,31,58,60
perde,03,05,19,26,36,46
perde,27,33,36,45,49,54
perde,15,26,31,32,42,50
perde,13,15,28,29,35,44
perde,01,08,09,14,27,50
perde,18,22,44,45,51,55
vence,8,21,34,40,43,52
vence,4,5,7,21,45,53
perde,18,21,24,44,52,59
perde,14,22,34,38,40,53
perde,04,11,16,20,29,49
perde,12,15,25,34,36,45
perde,20,23,39,41,57,58
vence,5,7,14,21,23,51
perde,09,11,21,35,46,51
perde,07,19,29,53,54,60
perde,10,18,49,52,54,58
perde,04,21,36,40,42,57
perde,03,30,34,37,52,53
perde,24,25,34,44,54,57
perde,09,12,25,34,56,57
perde,04,20,24,27,39,42
vence,8,13,20,26,33,42
perde,16,20,26,31,41,56
perde,10,12,36,52,54,56
perde,01,06,07,09,25,49
perde,02,10,13,19,35,42
perde,04,18,36,49,51,55
perde,02,03,05,15,35,60
perde,06,21,32,50,56,59
perde,10,12,16,35,37,45
perde,01,08,10,16,20,23
perde,03,21,24,37,41,44
vence,1,22,31,34,44,54
perde,10,19,21,46,50,56
perde,01,02,06,17,31,55
perde,13,37,39,43,48,57
perde,07,11,18,28,58,59
perde,10,14,19,27,38,49
perde,04,15,47,58,59,60
perde,04,09,11,32,44,58
perde,27,29,33,46,58,60
vence,10,20,23,28,42,43
perde,07,09,26,28,37,57
perde,05,07,10,30,33,41
perde,05,06,16,35,38,39
vence,17,18,23,28,31,53
perde,05,28,32,50,52,54
perde,13,17,26,43,57,59
perde,11,16,19,27,29,58
perde,01,02,09,16,57,59
perde,01,04,35,41,43,52
perde,15,18,29,48,52,57
perde,08,18,19,29,32,51
perde,16,17,37,52,55,57
perde,02,23,27,46,49,57
perde,12,14,18,21,40,56
perde,05,08,14,24,44,47
perde,02,09,11,14,26,42
perde,01,15,20,37,40,53
perde,03,07,18,46,49,59
vence,13,29,40,45,51,59
vence,1,9,15,22,43,55
perde,02,32,36,37,38,39
vence,7,14,32,37,40,60
perde,01,04,18,20,31,54
perde,10,13,23,26,40,47
perde,08,11,22,23,25,38
perde,01,11,26,28,33,46
perde,25,26,27,45,49,53
perde,11,28,36,37,49,58
perde,12,24,29,31,32,54
perde,01,10,24,33,44,47
perde,08,17,31,38,40,48
perde,14,17,22,27,48,50
perde,09,20,38,42,48,49
perde,15,28,38,39,41,56
perde,06,14,26,28,35,40
perde,06,11,30,34,37,43
perde,16,36,39,44,48,56
perde,06,14,16,20,31,39
perde,12,26,31,43,49,55
perde,12,23,27,38,47,60
perde,01,02,17,39,47,48
perde,07,08,35,40,50,55
perde,18,19,28,40,46,60
vence,2,3,4,15,49,59
perde,04,06,24,33,36,43
perde,03,07,17,41,43,57
perde,06,13,22,29,45,51
vence,4,5,36,40,44,56
perde,15,20,21,36,48,49
perde,12,14,29,38,43,58
perde,01,08,14,19,35,54
perde,01,03,05,12,17,38
perde,07,09,20,23,27,58
perde,03,06,20,23,24,28
perde,15,30,39,42,51,57
perde,16,30,46,48,53,54
perde,02,18,29,42,49,50
perde,09,23,24,27,36,40
perde,23,31,40,43,49,58
perde,06,30,32,42,45,53
perde,25,27,34,39,52,55
perde,01,06,14,16,33,44
perde,05,14,23,25,32,39
perde,08,14,31,33,35,45
perde,02,16,19,34,41,54
perde,02,45,48,58,59,60
perde,08,15,17,36,39,40
perde,09,24,33,37,43,46
perde,08,11,30,36,43,48
perde,12,18,29,31,32,39
perde,13,17,36,38,44,54
vence,4,10,18,30,34,47
perde,01,23,30,34,46,56
perde,07,14,20,40,43,58
perde,04,09,15,20,38,47
perde,04,07,24,29,42,46
perde,11,15,17,52,56,60
perde,10,14,17,28,35,58
vence,5,23,34,45,56,57
perde,06,14,23,50,56,60
perde,01,02,13,32,38,56
perde,08,23,28,40,55,60
perde,01,04,11,25,29,56
perde,02,08,13,19,40,54
perde,06,13,35,45,53,57
perde,01,03,17,30,39,45
perde,16,17,22,27,46,55
perde,03,21,27,35,40,48
vence,6,9,12,27,32,57
perde,07,08,13,18,28,55
perde,10,11,17,44,54,57
perde,10,26,36,37,40,54
perde,15,25,28,43,54,60
perde,02,04,07,09,30,45
vence,3,13,42,45,56,59
perde,02,18,34,40,47,56
perde,04,15,27,39,43,55
perde,06,48,52,55,58,60
perde,10,18,20,36,37,56
perde,01,06,23,24,28,29
perde,19,23,35,37,42,58
perde,15,39,45,50,52,58
perde,15,22,30,36,48,49
perde,14,18,19,20,37,57
perde,08,12,51,54,55,57
perde,11,21,25,27,42,53
perde,03,05,06,32,41,49
vence,2,3,14,24,31,40
vence,23,24,26,41,52,53
vence,10,28,32,41,47,57
vence,6,11,13,21,40,52
perde,07,20,25,34,50,52
perde,15,22,24,54,56,58
perde,11,20,28,33,51,58
perde,07,27,36,48,54,55
vence,8,10,13,39,54,56
perde,14,23,24,26,41,44
perde,06,12,18,20,45,60
perde,02,10,15,29,41,60
perde,01,03,05,10,35,43
perde,03,11,17,30,33,43
vence,7,11,16,18,33,49
perde,05,07,29,33,35,59
perde,09,10,14,20,23,56
vence,27,35,36,37,42,59
perde,15,28,43,47,54,57
perde,05,08,13,22,37,49
perde,04,07,16,28,39,41
perde,16,24,33,36,38,47
vence,3,4,11,40,42,58
perde,25,44,45,46,55,56
perde,08,16,20,38,55,57
vence,11,12,26,30,37,53
vence,4,6,32,35,41,45
perde,13,23,32,37,52,60
perde,02,03,31,35,43,53
vence,10,11,17,31,37,43
perde,04,10,33,39,43,55
perde,03,05,08,20,42,51
perde,14,32,33,38,40,49
perde,09,26,40,50,53,58
vence,1,6,23,26,39,49
perde,14,16,19,26,37,58
perde,09,13,41,54,55,57
vence,6,11,16,26,44,53
perde,16,19,25,29,31,34
perde,03,12,17,28,46,48
perde,21,31,37,52,54,59
perde,12,38,42,43,44,56
perde,08,10,37,39,49,60
vence,14,29,34,40,51,52
perde,03,05,14,19,34,52
perde,10,11,35,43,59,60
perde,02,06,16,20,42,45
perde,12,13,18,44,50,56
perde,01,10,22,33,36,40
perde,05,17,23,25,51,52
perde,01,09,12,13,24,39
perde,16,19,25,29,47,55
vence,2,3,12,16,37,47
perde,02,05,18,31,49,55
perde,12,28,29,32,35,49
perde,05,22,26,36,49,53
perde,03,05,26,30,52,56
perde,02,09,22,30,34,56
perde,06,19,28,33,46,58
perde,06,22,32,38,45,54
perde,09,14,19,33,39,48
perde,03,09,13,44,47,49
perde,01,31,36,44,46,60
vence,1,4,13,30,51,60
perde,23,25,43,48,50,53
perde,10,25,28,36,44,58
perde,01,03,07,13,20,53
perde,06,15,23,32,37,45
perde,02,06,27,31,54,56
perde,19,22,28,31,47,57
perde,07,10,11,23,39,48
perde,35,42,43,45,47,57
perde,14,19,28,34,45,49
perde,10,29,34,39,54,59
perde,01,14,27,38,43,49
perde,13,14,19,21,25,27
perde,01,03,07,16,28,50
perde,04,10,17,25,44,46
perde,06,13,22,25,55,60
vence,26,32,40,43,46,54
perde,08,10,17,25,44,45
perde,07,13,51,53,57,58
perde,18,24,36,37,38,59
perde,01,03,11,17,22,43
perde,19,29,34,36,40,60
vence,2,9,12,14,32,54
vence,9,28,31,36,37,42
perde,10,11,18,44,53,56
perde,03,08,09,34,38,47
perde,03,10,30,36,39,52
perde,03,06,17,39,51,59
perde,01,08,27,45,50,59
perde,03,13,17,25,52,60
perde,11,14,23,39,45,53
perde,13,22,27,30,53,57
perde,07,09,20,41,43,46
perde,09,12,14,31,44,49
perde,11,20,24,33,46,59
vence,4,7,42,47,48,51
perde,16,21,27,38,42,51
perde,11,12,29,49,53,56
perde,17,27,31,35,37,42
perde,06,11,34,46,54,59
perde,13,18,20,34,38,40
perde,06,15,24,25,54,58
perde,11,13,17,27,34,39
vence,7,41,46,51,55,58
perde,08,20,24,30,45,52
perde,08,12,17,27,34,40
perde,05,14,26,34,48,59
perde,04,34,47,48,49,53
perde,03,08,13,17,29,40
vence,5,14,22,29,33,44
perde,19,25,27,36,43,50
perde,14,22,28,35,43,55
perde,01,34,36,54,55,56
perde,07,13,14,15,44,52
perde,25,26,33,48,53,54
perde,28,35,40,47,53,59
perde,05,14,22,26,36,37
perde,02,12,33,43,46,58
perde,09,11,28,34,52,54
perde,10,28,34,37,39,40
perde,10,24,30,34,35,58
perde,05,08,22,24,26,28
perde,01,02,14,19,36,47
perde,28,37,40,44,48,49
perde,05,06,45,47,52,58
perde,08,19,42,47,58,59
perde,04,23,25,29,32,59
perde,02,19,23,30,42,60
perde,11,19,27,28,38,58
perde,17,18,20,26,39,44
perde,21,37,44,47,57,60
perde,11,20,33,45,50,55
perde,16,20,22,26,28,33
perde,11,21,24,30,41,50
perde,06,15,21,23,29,49
perde,17,33,43,49,54,57
perde,02,05,07,13,42,59
vence,3,5,9,14,41,46
perde,02,11,14,20,26,60
perde,23,25,32,38,39,40
perde,06,11,15,21,34,37
perde,07,22,45,46,48,59
perde,03,12,20,26,28,31
perde,02,04,18,31,38,39
perde,02,13,20,38,45,51
perde,07,25,27,29,33,48
perde,16,22,24,25,42,50
perde,07,19,25,42,45,54
perde,02,09,17,21,41,60
vence,2,21,26,32,34,52
perde,19,25,30,42,47,58
vence,1,6,7,8,23,56
perde,07,15,17,27,35,44
perde,08,13,25,27,42,55
perde,02,11,20,26,48,49
perde,06,14,29,34,48,49
perde,12,13,28,47,59,60
perde,10,12,15,18,39,51
perde,04,05,15,25,54,59
perde,26,32,35,40,47,53
perde,03,04,16,39,41,49
perde,02,09,25,36,44,60
perde,29,30,44,49,58,60
perde,04,11,32,57,58,60
perde,11,12,31,36,38,41
perde,03,07,13,15,29,52
perde,27,42,44,50,51,58
perde,01,02,16,30,42,53
perde,07,20,29,30,56,57
perde,13,25,26,29,47,54
perde,04,05,13,40,51,59
perde,22,37,38,44,47,52
perde,10,18,23,37,42,48
perde,02,05,30,37,43,44
perde,02,16,30,31,41,53
perde,04,35,39,42,50,57
perde,06,31,48,51,57,60
perde,01,14,25,36,42,43
perde,02,05,13,30,39,46
perde,06,19,45,48,49,59
perde,17,22,36,44,48,59
perde,18,40,42,47,51,55
vence,9,17,38,41,49,55
perde,03,13,25,44,51,57
perde,07,11,18,26,30,37
perde,08,11,17,19,29,60
perde,07,09,15,18,50,59
perde,07,32,36,41,46,51
perde,08,30,41,46,51,57
vence,8,11,14,30,36,38
perde,05,16,18,38,50,60
perde,05,16,18,47,50,57
perde,05,19,20,23,31,54
perde,06,09,18,39,47,49
perde,03,27,37,41,42,59
vence,13,17,29,45,49,50
perde,17,30,36,42,45,52
vence,2,6,19,22,28,43
perde,26,28,40,41,51,56
perde,12,13,16,21,36,46
perde,26,27,33,48,49,51
perde,10,12,18,44,46,58
perde,17,30,32,34,39,51
perde,11,29,33,37,38,50
perde,01,08,34,37,43,59
perde,17,25,33,43,51,58
perde,02,27,28,30,49,54
perde,10,13,25,36,40,49
vence,1,4,13,21,38,52
perde,22,26,28,36,37,45
perde,08,11,12,16,21,50
perde,02,14,35,41,43,55
vence,3,9,11,24,36,51
perde,03,15,20,24,29,54
perde,13,14,15,17,30,59
perde,14,23,28,33,44,55
perde,12,26,36,39,40,53
vence,2,30,31,42,45,47
vence,12,15,27,37,51,60
perde,06,22,25,27,30,36
perde,10,11,23,29,37,41
perde,05,10,36,43,46,52
perde,07,20,29,45,54,60
perde,18,20,21,23,33,38
perde,01,24,27,30,42,55
perde,04,38,41,52,56,60
perde,13,21,24,29,34,56
perde,05,06,25,28,36,53
perde,05,10,39,45,56,58
perde,03,05,21,25,55,56
perde,05,09,20,22,51,58
perde,01,07,16,23,30,33
perde,11,20,32,50,55,57
vence,12,21,28,37,42,57
perde,04,13,18,54,55,60
perde,01,11,14,35,39,59
vence,4,19,38,44,52,55
vence,35,36,37,46,51,59
perde,15,24,29,30,36,49
perde,01,30,31,48,52,59
perde,15,33,36,39,44,60
perde,07,12,29,33,42,53
perde,02,05,07,20,38,43
vence,4,8,30,33,37,59
vence,2,4,16,21,37,58
perde,24,30,35,46,54,57
perde,17,24,26,28,29,41
vence,3,25,43,45,52,56
perde,14,21,28,35,54,55
perde,13,17,34,38,41,50
perde,08,10,22,34,54,57
perde,06,08,13,22,44,47
perde,02,04,08,13,47,58
perde,01,02,07,26,38,60
perde,18,33,37,43,49,53
perde,28,30,38,44,50,59
perde,12,14,17,20,22,34
perde,14,21,26,36,42,56
perde,03,14,21,36,47,56
perde,14,30,32,34,50,57
vence,1,16,34,36,45,48
perde,07,09,23,30,36,51
vence,12,22,27,37,40,55
perde,04,20,21,28,35,39
perde,05,09,14,19,34,43
perde,10,21,27,29,32,51
perde,01,09,13,25,39,54
vence,7,16,21,33,55,60
perde,01,05,38,43,47,51
perde,10,13,15,19,32,33
perde,03,12,24,25,45,60
perde,15,25,29,35,45,52
vence,2,13,24,35,50,54
perde,01,06,14,27,42,58
perde,20,22,23,26,29,30
perde,03,16,19,39,54,58
perde,11,14,18,37,50,59
perde,22,24,30,38,40,54
perde,03,04,23,45,54,59
vence,2,18,29,30,36,60
vence,2,18,22,26,30,54
perde,06,17,23,27,39,41
vence,2,24,32,50,54,59
perde,02,07,30,34,42,51
perde,02,12,18,33,35,54
perde,15,28,33,42,56,60
perde,07,21,36,38,58,59
perde,03,08,18,27,29,31
perde,08,22,28,30,39,55
perde,01,21,34,44,46,56
perde,14,20,26,33,34,38
vence,1,7,14,31,35,46
perde,02,19,27,39,43,60
perde,07,12,16,24,59,60
vence,4,31,42,52,57,59
perde,28,33,37,47,53,56
perde,06,08,31,54,56,59
vence,20,30,36,38,47,53
perde,01,10,17,31,38,51
perde,03,18,21,33,53,59
vence,4,35,43,46,47,53
perde,09,20,21,23,30,55
perde,10,23,32,45,50,57
perde,01,06,10,20,34,56
perde,08,10,14,47,51,58
vence,1,13,23,24,30,57
vence,5,12,15,19,29,52
perde,02,21,23,44,46,57
perde,07,18,25,41,54,58
perde,03,12,20,30,34,35
perde,03,10,19,20,24,57
perde,04,07,14,36,50,56
perde,07,09,31,47,52,56
perde,07,34,45,53,55,56
perde,12,16,17,28,34,37
vence,14,29,34,40,51,52
perde,02,07,22,52,57,58
perde,07,16,24,35,37,48
perde,07,10,14,16,38,49
perde,10,18,20,38,43,44
perde,15,16,33,39,42,51
perde,01,12,22,28,38,53
perde,13,14,36,39,45,57
perde,03,37,42,46,53,56
perde,06,15,28,52,56,57
perde,17,24,42,43,49,57
perde,02,03,05,25,32,44
perde,04,19,51,52,56,59
perde,15,16,35,38,49,59
perde,08,16,25,29,39,45
vence,5,7,10,32,46,60
perde,04,34,44,53,54,55
perde,07,12,24,28,31,53
perde,03,04,07,19,35,46
vence,9,29,34,43,45,56
perde,11,29,33,37,40,49
perde,01,03,25,27,47,52
perde,10,12,13,33,39,52
perde,05,06,16,40,42,45
perde,17,20,31,33,44,50
perde,10,17,22,24,45,51
vence,4,10,14,25,28,56
perde,22,23,27,49,53,57
perde,08,23,27,42,44,49
perde,06,23,28,51,53,60
perde,26,27,30,33,47,50
perde,22,27,28,51,53,54
perde,29,30,35,43,50,59
perde,05,12,35,45,48,56
vence,1,19,28,33,39,41
perde,27,30,32,38,46,47
perde,02,09,29,45,50,51
perde,13,14,31,36,45,52
perde,05,19,43,50,53,55
perde,06,08,19,30,50,53
perde,01,11,36,43,44,58
perde,03,04,17,19,20,45
perde,06,09,10,23,43,45
perde,16,24,25,33,47,54
perde,10,20,35,42,45,54
perde,06,07,16,19,26,54
perde,01,13,25,49,52,54
vence,7,23,26,27,29,51
perde,03,07,13,26,35,57
perde,01,02,18,24,36,50
perde,20,33,36,39,40,54
perde,20,21,25,27,46,55
perde,04,15,22,33,36,58
vence,2,21,24,27,40,51
perde,18,24,30,39,48,50
perde,06,21,27,31,57,59
perde,01,13,17,18,22,51
perde,12,16,36,43,44,59
perde,03,05,20,38,41,54
perde,15,23,27,39,43,57
perde,20,22,30,41,59,60
perde,23,27,36,46,49,52
perde,03,04,08,19,21,44
perde,07,16,21,45,52,53
perde,08,10,25,37,48,53
vence,10,16,27,34,36,57
perde,07,08,17,31,39,55
perde,05,06,28,37,39,51
perde,12,19,25,26,41,54
perde,02,21,26,37,40,55
perde,06,09,21,52,55,60
vence,1,12,14,16,37,45
perde,05,20,38,41,46,59
perde,14,17,24,26,33,56
perde,11,12,19,27,39,42
perde,09,25,37,49,58,60
perde,19,21,33,47,55,58
perde,29,32,33,34,43,60
perde,08,10,14,23,31,50
perde,13,26,32,43,48,59
perde,12,32,33,44,45,56
perde,06,21,22,42,46,53
perde,16,35,36,43,45,53
perde,22,28,34,39,43,60
perde,04,28,34,37,45,57
perde,15,29,31,41,51,57
perde,09,37,38,43,46,48
vence,12,17,19,32,47,55
perde,10,22,31,40,45,46
perde,05,10,16,35,48,57
perde,02,13,28,33,46,59
perde,04,13,15,40,49,59
perde,04,05,14,29,31,42
perde,01,03,22,38,40,56
perde,10,11,14,28,49,53
perde,10,25,29,41,45,47
perde,03,06,23,33,34,56
perde,04,13,14,27,48,51
vence,12,16,18,27,42,58
perde,01,19,27,47,49,54
perde,07,17,43,48,55,58
perde,26,27,34,37,51,57
perde,02,18,39,42,47,48
vence,1,3,31,32,43,52
vence,22,30,42,50,58,59
perde,09,11,16,32,44,52
perde,04,28,41,44,53,56
perde,03,13,21,32,34,38
perde,04,08,17,22,34,44
perde,19,35,43,44,51,57
perde,20,24,26,30,41,43
perde,22,41,42,46,48,56
perde,11,23,28,30,35,39
perde,08,23,26,35,38,50
vence,3,10,17,21,22,43
perde,03,10,41,48,50,55
vence,12,16,31,48,57,60
perde,06,09,19,36,48,57
